NAME	FMISID	LPNN	WMO	LATITUDE	LONGITUDE	ELEVATION	GROUPS	STARTYEAR	ENDYEAR
Valkeakoski Roukko	104013			61.28	24.02	113	Air quality (urban)	2001	2002
Valkeakoski Terveyskeskus, linja 2	104276			61.27	24.03	96	Air quality (urban)	1990	2005
Valkeakoski Valkeakosken terveyskeskus	103138			61.27	24.03	96	Air quality (urban)	1980	
Valkeakoski Vanhakylä	105940			61.27	24.03		Precipitation	1943	1966
Valkeala Hillosensalmi	105590			61.22	26.77		Precipitation	1935	1966
Valkeala Jokela	106379			60.92	26.73		Precipitation	1936	1937
Valkeala Kouvola	101199	1509		60.83	26.75	60	Precipitation	1961	1989
Valkeala Kouvolankylä	101212	1522		60.85	26.78	50	Precipitation	1961	2009
Valkeala Saarento	101217			60.9	26.71		Precipitation	1907	1966
Valkeala Selänpää	105628			61.05	26.72		Precipitation	1941	1966
Valkeala Selänpää	101218	1528		61.1	26.76		Precipitation	1900	1965
Valkeala Selänpää Verla	101213	1523		61.07	26.63		Precipitation	1951	1968
Valkeala Uro	101214	1524	5563	61	26.78	73	Weather	1993	1997
Valkjärvi	106231			60.58	30		Precipitation	1923	1930
Valtimo Elomäki	105785			63.78	28.62		Precipitation	1945	1946
Valtimo Elomäki	101749	4707		63.78	28.65		Precipitation	1969	1996
Valtimo Haapakylä	106279			63.68	28.8		Precipitation	1942	1944
Valtimo Karhunpää	105474			63.6	28.88		Precipitation	1936	1956
Valtimo Karhunpää	101760	4718		63.6	28.88		Precipitation	1900	1965
Valtimo Koppelo	101754	4712		63.75	28.56	209	Precipitation	1978	1998
Valtimo parish	101743	4701	2798	63.67	28.83	115	Weather	1969	
Vammala	105823			61.35	22.9		Precipitation	1944	1948
Vammala Tyrvää Stormi	101127	1225		61.33	23.1		Precipitation	1900	1965
Vampula Sallila	105543			61.03	22.68		Precipitation	1942	1947
Vantaa Askisto	104102			60.28	24.78	36	Air quality (urban)	2003	2003
Vantaa Hakunila	103996			60.28	25.09	22	Air quality (urban)	1997	1998
Vantaa Hakunila2	104070			60.28	25.09	20	Air quality (urban)	2011	2012
Vantaa Helsingin pitäjän kk	104103			60.28	24.98	20	Air quality (urban)	2004	2004
Vantaa Helsinki-Vantaa airport	100968	301	2974	60.33	24.96	51	Weather	1952	
Vantaa Itä-Hakkila	104056			60.29	25.11	20	Air quality (urban)	2008	
Vantaa Kaivoksela	101001	335	2975	60.27	24.87	83	Radar	1994	
Vantaa Kehä III Varisto	104076			60.28	24.82	20	Air quality (urban)	2013	2013
Vantaa Kivistö	104036			60.32	24.84	20	Air quality (urban)	2006	2006
Vantaa Koivuhaka	104051			60.29	25	20	Air quality (urban)	2009	2009
Vantaa Korso	104011			60.35	25.07	28	Air quality (urban)	2000	2000
Vantaa Lentoasema	104048			60.31	24.97	20	Air quality (urban)	2006	
Vantaa Martinlaakso	104242			60.28	24.85	55	Air quality (urban)	1987	1992
Vantaa Myyrmäki	103990			60.26	24.85	31	Air quality (urban)	1999	1999
Vantaa Myyrmäki2	104063			60.26	24.86	20	Air quality (urban)	2010	2010
Vantaa Päiväkumpu	104066			60.32	25.09	20	Air quality (urban)	2010	2011
Vantaa Rekola	106423			60.33	25.08	20	Air quality (urban)	2016	
Vantaa Rekola etelä	105417			60.33	25.33	40	Air quality (urban)	2017	
Vantaa Ruskeasanta	104021			60.32	25	42	Air quality (urban)	2002	2002
Vantaa Ruskeasanta 2	104080			60.31	25.01	20	Air quality (urban)	2014	2014
Vantaa Sotunki	104341			60.27	25.14	20	Air quality (urban)	1995	1995
Vantaa Tammisto 1	104342			60.27	24.97	12	Air quality (urban)	1996	1996
Vantaa Tammisto 2	104033			60.27	24.97	12	Air quality (urban)	2005	2005
Vantaa Tikkurila	101012	404		60.28	25.06	20	Weather	1909	1979
Vantaa Tikkurila 2	104254			60.29	25.04	21	Air quality (urban)	1989	2013
Vantaa Tikkurila Neilikkatie	100763			60.29	25.04	21	Air quality (urban)	1996	
Vantaa Tikkurila, Asematie	104359			60.29	25.04	19	Air quality (urban)	1993	1995
Varkaus kaupungintalo	104188			62.31	27.89	78	Air quality (urban)	1991	
Varkaus Kosulanniemi	101421	2625	2850	62.32	27.91	83	Weather	2007	
Varkaus Kosulanniemi Rantalankatu	106417			62.32	27.91	85	Air quality (urban)	2016	
Varkaus Käpykangas	101400	2604	5177	62.31	27.84	91	Weather	1925	2008
Varkaus Psaari	103986			62.31	27.89	80	Air quality (urban)	1999	2003
Varkaus Psaari 2	103100			62.31	27.89	80	Air quality (urban)	2003	
Varkaus Pääterveysasema	103101			62.33	27.89	88	Air quality (urban)	1991	
Varkaus Taulumäki (toripaviljonki)	103102			62.32	27.87	86	Air quality (urban)	2001	
Varkaus Vesilaitos	104191			62.32	27.91	83	Air quality (urban)	1992	1993
Varpaisjärvi Kärsämäki	101600	3713		63.37	28	112	Precipitation	1968	2008
Varpaisjärvi Pitkälänmäki	101575	3606		63.38	27.65	179	Precipitation	1932	2006
Varpaisjärvi Pitkälänmäki	106270			63.4	27.63		Precipitation	1932	1937
Varpaisjärvi Sutela	105459			63.37	27.73		Precipitation	1942	1966
Vehkalahti Turkia	105645			60.73	27.12		Precipitation	1942	1962
Vehmaa Ennyinen	105499			60.65	21.77		Precipitation	1930	1966
Vehmaa Kiikoinen	105649			60.67	21.7		Precipitation	1930	1966
Vehmaa Korvenkylä	105997			60.65	21.72		Precipitation	1930	1938
Vehmaa Saarikkala	105641			60.67	21.75		Precipitation	1930	1966
Vehmaa Tanila	106354			60.72	21.72		Precipitation	1930	1932
Vehmaa Tuomoistenkylä	105714			60.7	21.77		Precipitation	1930	1966
Vehmaa Uhlunkylä	106362			60.65	21.77		Precipitation	1935	1938
Vehmaa Vihtjärvi	106211			60.72	21.75		Precipitation	1930	1931
Vehmaa Vinkkilä	106366			60.68	21.72		Precipitation	1930	1936
Vehmaa Vinkkilä Saarikko	105743			60.68	21.72		Precipitation	1930	1934
Vehmaa Ylikylä	106200			60.72	21.65		Precipitation	1937	1938
Vehmaa Ylikylä	105757			60.72	21.65		Precipitation	1930	1966
Vehmersalmi	105695			62.83	28.08		Precipitation	1924	1934
Vehmersalmi Puutosmäki	105510			62.7	27.88		Precipitation	1936	1959
Vehmersalmi Ritoniemi Mökönpel	105913			62.85	28.03		Precipitation	1936	1938
Vehmersalmi Ritoniemi Rautahar	105453			62.82	27.93		Precipitation	1936	1944
Vehmersalmi Ritoniemi Sallilan	105531			62.77	27.97		Precipitation	1936	1944
Vehmersalmi Räsälä	105479			62.73	27.93		Precipitation	1936	1949
Vesanto Sonkari	101555	3502	2710	62.92	26.42	120	Weather	1908	
Vesilahti Halkivaha	105934			61.2	23.28		Precipitation	1935	1950
Vesilahti Kaakila	105738			61.35	23.62		Precipitation	1949	1964
Vesilahti Onkemäki	105536			61.27	23.57		Precipitation	1942	1966
Veteli Emäntäkoulu	106005			63.5	23.77		Precipitation	1946	1950
Veteli Klemola	106186			63.47	23.8		Precipitation	1922	1931
Veteli Pulkkinen	105619			63.37	23.95		Precipitation	1942	1962
Veteli Tunkkari	105792			63.5	23.75		Precipitation	1941	1955
Vieremä Kaarakkala	101726	4602	2834	63.84	27.22	206	Precipitation;Weather	1937	
Vieremä Valkeiskylä	105678			63.73	27.12		Precipitation	1942	1946
Vihanti Alpua	106142			64.42	25.33		Precipitation	1942	1946
Vihanti Korvenkylä	106248			64.4	25.02		Precipitation	1937	1944
Vihanti Ristonaho	101704	4411		64.42	25.11	95	Precipitation	1956	1978
Vihti Hiiskula	101135	1307		60.52	24.52	100	Precipitation	1924	
Vihti Kotkaniemi	100980	313		60.4	24.45	80	Precipitation	1965	1982
Vihti Maasoja	100976	309	2758	60.42	24.4	40	Weather	1939	
Vihti Palojärvi	100987	320		60.28	24.38		Precipitation	1973	1984
Vihti Siippoo	100981	314		60.41	24.46	64	Precipitation	1972	2007
Vihti Siippoo Liiri	100989	323		60.42	24.43	60	Precipitation	1972	1981
Vihti Suksela	100982	315		60.42	24.43	70	Precipitation	1965	1985
Vihti Suontaka	100979	312		60.4	24.38	76	Precipitation	1924	2004
Vihti Suontaka	105986			60.42	24.38		Precipitation	1924	1930
Vihti Vanhala	100992	326		60.41	24.3	38	Precipitation	1981	2009
Vihti Vihtijärvi	105817			60.52	24.57		Precipitation	1923	1947
Viinijärvi	101619	3812		62.63	29.31		Precipitation	1970	1972
Viipuri Kilpeenjoki	105893			60.88	28.78		Precipitation	1942	1944
Viipurin Msk	105979			60.77	28.88		Precipitation	1922	1930
Viitasaari Haapaniemi	101537	3401	2915	63.08	25.86	130	Weather	1969	
Viitasaari Huopana	101543	3407		63.05	25.53	103	Precipitation	1960	2008
Viitasaari Keihärinkoski	106228			63.22	25.55		Precipitation	1937	1940
Viitasaari kk Mäkipirtti	101544	3408		63.08	25.85	110	Precipitation	1893	1981
Viitasaari Kolima	105568			63.25	25.85		Precipitation	1948	1951
Viitasaari Kärnä	101545	3409		63.17	25.94	115	Precipitation	1960	
Viitasaari Vartiola	101553	3417		63.07	25.86		Precipitation	1900	1965
Viljakkala	105955			61.7	23.47		Precipitation	1935	1951
Viljakkala Ihantola	105998			61.72	23.25		Precipitation	1926	1931
Vilppula Ajostaipale	106085			62.02	24.5		Precipitation	1942	1945
Vilppula kk	101326	2312		62.02	24.51	115	Precipitation	1932	2008
Vilppula Pohjaslahti	101328	2314		62.15	24.05	115	Precipitation	1942	1993
Vimpeli Lakeaharju	101518	3217	2925	63.1	23.82	198	Radar	2005	
Virolahti Koivuniemi	101231	1612	2831	60.53	27.67	5	Precipitation;Weather	1976	
Virolahti Koivuniemi Ääpälä	100656			60.53	27.68	5	Air quality	2013	
Virolahti Nopala	101223	1604		60.63	27.45	20	Precipitation	1961	2009
Virolahti Pajulahti/siirrettävä	104035			60.59	27.74	10	Air quality (urban)	2005	2005
Virolahti Ravijoki	101220	1601		60.53	27.55	22	Precipitation	1894	2008
Virolahti Ravijärvi	101221	1602		60.58	27.48	25	Precipitation	1965	1993
Virolahti urheilukenttä/siirrettävä	104060			60.59	27.73	20	Air quality (urban)	2010	2010
Virrat Jäähdyspohja	101303	2211		62.22	23.83	128	Precipitation	1908	2007
Virrat keskusta	101314	2222		62.23	23.73		Precipitation	1900	1965
Virrat Killinkoski	101304	2212		62.4	23.9	108	Precipitation	1915	1972
Virrat Uuranen	101337	2323		62.27	24.05		Precipitation	1900	1965
Virrat Vaskivesi	101301	2209		62.16	23.65	113	Precipitation	1960	1998
Virrat Äijänneva	101310	2218	2735	62.33	23.54	138	Weather	1986	
Virtasalmi Tikkalanmäki	106348			62.15	27.48		Precipitation	1941	1943
Vuoksenranta Kaskiselkä	106022			60.8	29.48		Precipitation	1933	1938
Vuoksenranta Korpilahti	105777			60.9	29.43		Precipitation	1938	1945
Vuolijoki Myllylä	101734	4610		64.2	27.01		Precipitation	1968	1996
Vuolijoki Otanmäki	101730	4606		64.12	27.05	170	Precipitation	1956	1984
Vuolijoki Saaresmäki	106341			64.07	26.95		Precipitation	1936	1943
Vähäkyrö	106335			63.02	22.12		Precipitation	1924	1932
Vähäkyrö	105692			63.05	22.12		Precipitation	1963	1964
Vähäkyrö kk	101497	3112		63.06	22.12	15	Precipitation	1924	2001
Vähäkyrö Kuuttila	105599			63.02	22.1		Precipitation	1932	1956
Vähäkyrö Ojaniemi	106093			63.05	22.12		Precipitation	1932	1963
Värtsilä	105905			62.22	30.57		Precipitation	1942	1945
Värtsilä Värtsilä	105675			62.2	30.67		Precipitation	1935	1937
Vöyri	106388			63.23	22.63		Precipitation	1933	1934
Vöyri Koskenkylä	105701			63.12	22.23		Precipitation	1952	1959
Vöyri Miemois	106045			63.13	22.27		Precipitation	1941	1944
Ylihärmä	105466			63.08	22.75		Precipitation	1922	1928
Ylihärmä Keskikylä	106361			63.17	22.78		Precipitation	1942	1944
Yli-Ii kk	101792	5407		65.37	25.85	45	Precipitation	1912	2008
Ylikiiminki Hiltukylä	105981			65.05	26.18		Precipitation	1942	1948
Ylikiiminki Nuoritta	101803	5505		65.08	26.46	90	Precipitation	1971	2008
Ylilieksa Kangaskylä	106149			64.1	24.65		Precipitation	1943	1944
Ylilieksa Ojakylä	106263			64.03	24.37		Precipitation	1941	1944
Ylimarkku Brännback	105646			62.62	21.47		Precipitation	1929	1966
Ylistaro	105879			62.93	22.77		Precipitation	1925	1930
Ylistaro asemanseutu	101493	3108		62.9	22.55	40	Precipitation	1967	2009
Ylistaro Jääskänjoki	101492	3107		62.88	22.53	35	Precipitation	1961	2009
Ylistaro Kainasto	105775			62.92	22.6		Precipitation	1942	1945
Ylistaro Kainasto	101495	3110		62.92	22.61	35	Precipitation	1965	2008
Ylistaro Pelma	101496	3111		62.93	22.5	28	Precipitation	1967	1979
Ylistaro Varrasjärvi	101494	3109		62.9	22.7	45	Precipitation	1967	1975
Ylitornio A Meltosjärvi	106013			66.53	24.55		Precipitation	1936	1937
Ylitornio Alkkula	105921			66.33	23.7		Precipitation	1942	1966
Ylitornio Armassaari	105512			66.27	23.7		Precipitation	1935	1945
Ylitornio B Meltosjärvi	106329			66.53	24.55		Precipitation	1936	1937
Ylitornio Meltosjärvi	101919	7312		66.53	24.73		Precipitation	1900	1965
Ylitornio Meltosjärvi	101908	7301	2812	66.53	24.65	93	Weather	1937	
Ylitornio Pakisjärvi	105835			66.55	24.27		Precipitation	1961	1966
Ylitornio Portimojärvi	101839	6201	5134	66.37	23.91	79	Weather	1935	2002
Ylitornio Törmäsjärvi	101843	6304		66.38	24.15	100	Precipitation	1936	2002
Ylivieska	106355			64.02	24.7		Precipitation	1926	1928
Ylivieska airfield	101690	4315	2755	64.05	24.72	76	Weather	2000	
Ylivieska Ojakylä	105451			64.03	24.37		Precipitation	1934	1966
Ylivieska Vähäkangas	101691	4316		64.07	24.67	75	Precipitation	2000	
Yli-Ähtävä	106291			63.58	23.03		Precipitation	1924	1966
Ylämaa Lahnajärvi	106087			60.8	28		Precipitation	1943	1945
Ylämaa Ylijärvi	106213			60.77	27.92		Precipitation	1942	1953
Ylämaa Ylijärvi	101233	1614	5580	60.77	27.93	60	Weather	1991	2000
Yläne	106161			60.88	22.4		Precipitation	1926	1930
Yläne Kolinummi	101101	1138		60.77	22.35		Precipitation	1900	1965
Yläne Mynäjoen Varsi	101102	1139		60.82	22.28		Precipitation	1933	1965
Yläne Vanhakartano	101073	1109		60.87	22.4	50	Precipitation	1926	1974
Ylöjärvi Kuusisto	106117			61.57	23.62		Precipitation	1942	1945
Ylöjärvi Metsäkylä	101295	2203		61.61	23.5	152	Precipitation	1956	2015
Ylöjärvi Taivalpohja	101296	2204		61.68	23.63	105	Precipitation	1946	1978
Ylöjärvi Viljakkala	101308	2216		61.8	23.5	142	Precipitation	1978	2008
Ypäjä Varsanoja	105758			60.82	23.33		Precipitation	1942	1958
Äetsä Pehula	101088	1124		61.28	22.7	55	Precipitation	1949	1992
Ähtäri Myllymäki	101520	3301	2924	62.53	24.22	159	Precipitation;Weather	1959	
Ähtäri Niemiskylä	100657			62.59	24.19	194	Air quality	1972	2017
Ähtäri Peränne	105861			62.47	23.98		Precipitation	1941	1946
Ähtäri Suihko	106207			62.52	24.02		Precipitation	1942	1944
Ähtäri Tuomarniemi	101521	3302		62.55	24.15	154	Weather	1907	1968
Äänekoski	105854			62.57	25.63		Precipitation	1942	1962
Äänekoski	105779			62.6	25.73		Precipitation	1922	1934
Äänekoski	104328			62.61	25.72	128	Air quality (urban)	1982	2003
Äänekoski Hiski	103151			62.6	25.74	110	Air quality (urban)	2004	
Äänekoski Kalaniemi	101541	3405		62.88	25.86	107	Precipitation	1956	
Äänekoski keskusta	101539	3403		62.6	25.71	102	Precipitation	1956	2008
Äänekoski Parantola	106032			62.65	25.48		Precipitation	1941	1944
Äänekoski Rotkola	104364			62.59	25.78	121	Air quality (urban)	1985	2003
Äänekoski Ruotinkylä	105901			62.63	25.78		Precipitation	1941	1943
Äänekoski Taipale	105676			62.63	25.48		Precipitation	1934	1940
